Team Member,Building ,Room,Capacity,Room Type,Moveable-Tables,Moveable-Chairs,Moveable Tablet-Desk,AV Display,Source blueray,Source d-v-d,Source v-h-s,Source doc cam,Source hdmi,Source vga,Source wirelss projection,Voice Amplification,Classroom-Computer,Video Playback,Sound System,Inter-active,BruinCast Vid,BruinCast Sound,Wireless Network,Zoom Streaming,Classroom floor plan link
Val,Physics & Astronomy,1425,188,Fixed Seating,,,,Multiple Projection,,1,1,1,,1,,1,1,Input Only,Voice & Media,,1,1,1,1,https://ucla.box.com/s/acchmg5pe69c00mjrzjm6p19vsq9o133
Val,Physics & Astronomy,1749,40,,1,1,,Single Projection,,1,1,,1,1,,1,1,Input Only,Voice & Media,,,1,1,,https://ucla.box.com/s/8vbz4hdbs1g9j6q6iu2q563q7xue9lgl
Val,Physics & Astronomy,2434,48,Fixed Seating,,,,Single Projection,,1,1,,1,1,,1,1,Input Only,Voice & Media,,,1,1,,https://ucla.box.com/s/7w1l8jbv9ho72q5cx1ba0gxcvq8zpb5j
Val,Physics & Astronomy,2748,43,,1,1,,Single Projection,,1,1,,1,1,,1,1,Input Only,Voice & Media,,,,1,1,https://ucla.box.com/s/i4gjqqeosk8jn4zyj8nm15u1w6y1rchc
Val,Physics & Astronomy,1434A,95,Fixed Seating,,,,Single Projection,,1,1,1,1,1,,1,1,Input Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/njox21a3a593icr6rf4tkb3vd6farwrq
Val,Public Affairs,1222,93,Fixed Seating,,,,Single Projection,,1,1,,,1,,1,1,Input Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/7vwl95xlkb572iw71mr12xfwznz04yzy
Val,Public Affairs,1234,93,Fixed Seating,,,,Single Projection,,1,1,,,1,,1,1,Input Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/isbfblrzk37i9c2htv8bq5njv4o6cymz
Val,Public Affairs,1246,93,Fixed Seating,,,,Single Projection,,1,1,,,1,,1,1,Input Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/pl913czysam5nfny7icbdk191fn1w49a
Val,Public Affairs,1256,32,,1,1,,Single Projection,,1,1,Transparency Projector,,1,,1,1,Input Only,Media & XLR Input,,,,1,,N/A
Val,Public Affairs,1264,28,,1,1,,Single Projection,,1,1,Transparency Projector,,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/s4nu889x0na3261gfa6y0yn7ng05j5hc
Val,Public Affairs,1270,28,,1,1,,Single Projection,,1,1,Transparency Projector,,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/q7rnmz0haybpjfabu1i7i0at5ngfi7ry
Val,Public Affairs,1278,28,,1,1,,Single Projection,,1,1,,,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/t3zspyg3z4ujuy8blyoudhqo1mv3jmb3
Val,Public Affairs,1284,32,,1,1,,Single Projection,,1,1,Transparency Projector,,1,,1,1,Input Only,Media & XLR Input,,,,1,,N/A
Val,Public Affairs,1323,28,,1,1,,Single Projection,,1,1,Transparency Projector,,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/r3u29ktyvjvzog2916yot0rdpm5q8csq
Val,Public Affairs,1329,32,,1,1,,Single Projection,,1,1,Transparency Projector,,1,,1,1,Input Only,Media & XLR Input,,,,1,,N/A
Val,Public Affairs,1337,46,Fixed Seating,,,,Single Projection,,1,1,Transparency Projector,,1,,1,1,Input Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/fzl1dpx07v2mg8t7k8v91q7i15zjs9m5
Val,Public Affairs,1343,32,,1,1,,Single Projection,,1,1,Transparency Projector,,1,,1,1,Input Only,Voice & Media,,,,1,,N/A
Val,Public Affairs,2214,85,Fixed Seating,,,,Single Projection,,1,1,,,1,,1,1,Input Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/ad1q8zkay8qso5xy6lhofl24cma19gmy
Val,Public Affairs,2232,57,Fixed Seating,,,,Single Projection,,1,1,,,1,,1,1,Input Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/sl9x5m4s8eyrdfbtt36yw6427q4xuibe
Val,Public Affairs,2238,46,Fixed Seating,,,,Single Projection,,1,1,,,1,,1,1,Input Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/qrob91xw4klieb1mjs21al553xtn6y8q
Val,Public Affairs,2242,50,Fixed Seating,,,,Single Projection,,1,1,,,1,,1,1,Input Only (RCA),Media & XLR Input,,,,1,1,https://ucla.box.com/s/2qghyopvidwugjr4md9qp5b5pazkv71s
Val,Public Affairs,2250,60,Fixed Seating,,,,Single Projection,,1,1,Transparency Projector,,1,,1,,Input Only,Voice & Media,,,1,1,,https://ucla.box.com/s/xk83cjuun9f1v44d1tn1h449c3381at0
Val,Public Affairs,2270,73,Fixed Seating,,,,Single Projection,,1,1,Transparency Projector,,1,,1,1,Input Only,Voice & Media,,,1,,1,https://ucla.box.com/s/6ysyv5ldqwm8kl14ddfw2pewllwdaxom
Val,Public Affairs,2278,28,,1,1,,Single Projection,,1,1,Transparency Projector,,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/gfq1jagvsyzb86l88f6we7yunq3716iw
Val,Public Affairs,2284,28,,1,1,,Single Projection,,1,1,Transparency Projector,,1,,1,1,Input Only,Voice & Media,,,1,1,,https://ucla.box.com/s/47n643lkredgjdtaa74eowvqrxpkd26e
Val,Public Affairs,2292,16,,1,1,,Single Projection,,1,1,,1,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/hmpj47ao4v1cikhesh4zb39xy4m0tyyg
Val,Public Affairs,2317,28,,1,1,,Single Projection,,1,1,,1,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/pkr9srz59kifbkw6bv6vd245a71qiz8w
Val,Public Affairs,2319,28,,1,1,,Single Projection,,1,1,,1,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/y9ra7fw6dqifib9trtks60xnk7kj2tub
Val,Public Affairs,2325,28,,1,1,,Single Projection,,1,1,,,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/xm85piwxlkttbxqbn5l5m0lt51o5sdo4
Val,Public Affairs,2333,28,,1,1,,Single Projection,,1,1,,,1,,1,1,Input Only,Voice & Media,,,1,1,,https://ucla.box.com/s/tv9hxliy2dtlm51ymmudt9i17fphzph4
Val,Rolfe,1200,292,Fixed Seating,,,,Single Projection,,1,,,,1,,1,1,DVD,Voice & Media,,,1,1,1,https://ucla.box.com/s/hdmc351p6pin47rmljnyaa5qzaokk1p3
Val,Rolfe,3105,35,,,,1,Single Projection,1,1,1,,1,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/0ucoupp5vmmixv0m0vgyx9d697louwyn
Val,Rolfe,3108,36,,1,1,,Single Projection,1,1,1,,1,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/wzueil0f32eoigm81d2synwogftbrn44
Val,Rolfe,3115,16,,1,1,,Single Projection,1,1,1,,1,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/e49275p9hx4u9qcgd3ga3bevbl6oy5us
Val,Rolfe,3116,36,,1,1,,Single Projection,1,1,1,,1,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/nl9du7upn7vd5cgd5ji9sdy4xtimoekw
Val,Rolfe,3120,16,,1,1,,Single Projection,1,1,1,,1,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/u4z4b2vpb2jxyd2jddt92pgc4r7hn699
Val,Rolfe,3121,36,,1,1,,Single Projection,1,1,1,,1,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/dtx439gihlab0y0wkw30tkqvhlar6iao
Val,Rolfe,3126,52,,,,1,Single Projection,1,1,,,,1,,1,1,Blu-Ray & DVD,Voice & Media,,,1,1,1,https://ucla.box.com/s/ji0tzby8xyvh6m3tlx4pqyqo64wkk83s
Val,Rolfe,3129,36,,1,1,,Single Projection,1,1,1,,1,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/5z7be9tff32ygo1yq61o9ydwmxii7s6p
Val,Rolfe,3134,48,,,,1,Single Projection,1,1,1,,,1,,1,1,Blu-Ray & DVD,Voice & Media,,,,1,,https://ucla.box.com/s/12wdnvrebs30rmo144f0yo0vkg7hodpx
Val,Rolfe,3135,45,,,,1,Single Projection,1,1,1,,,1,,1,1,Blu-Ray & DVD,Voice & Media,,,,1,1,https://ucla.box.com/s/v273b7crga3ihhkbph4h223ojfxchib3
Val,Royce,148,24,,1,1,,Single Projection,1,1,,1,1,1,,1,1,Blu-Ray & DVD,Voice & Media,,,,1,1,https://ucla.box.com/s/qr42girrr9gozdbqbwqys50tnelv447u
Val,Royce,150,37,Fixed Seating,,,,Single Projection,,1,1,,,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/j1y5k2ygdbhh9i8ejzfbvr1caoxs0vpi
Val,Royce,152,30,,1,1,,Single Projection,,1,1,,,1,,1,1,Input Only,Media & XLR Input,,,,1,1,https://ucla.box.com/s/1mzxrnbe8ltgtme8wvaoriz3d54cc3qf
Val,Royce,154,50,Fixed Seating,,,,Single Projection,,1,1,,,1,,1,1,Input Only,Voice & Media,,,,1,1,https://ucla.box.com/s/cm9tsqkbuirw6wyfoqx46roveooa3eek
Val,Royce,156,52,Fixed Seating,,,,Single Projection,1,1,,1,1,1,,1,1,Blu-Ray & DVD,Voice & Media,,,,1,1,https://ucla.box.com/s/hpix14d7ync347em3y0d4a0ffjwyw7a0
Val,Royce,160,43,Fixed Seating,,,,Single Projection,,1,1,,,1,,1,1,Input Only,Voice & Media,,,,1,,https://ucla.box.com/s/ag81yimr8huqndb7om8blno3sx7m3sd4
Val,Royce,162,45,Fixed Seating,,,,Single Projection,1,1,,1,1,1,,1,1,DVD & VHS,Voice & Media,,,,1,1,https://ucla.box.com/s/ub8jpm1rcfqsym1ebkvuyy56z2oem8pn
Val,Royce,164,50,Fixed Seating,,,,Single Projection,,1,1,,,1,,1,1,Input Only,Voice & Media,,,,1,1,https://ucla.box.com/s/855oyu1u5cy81ve15hhwrq5bzw45r5sb
Val,Royce,166,20,,1,1,,Single Projection,,1,1,,,1,,1,1,Input Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/8m56amsrhkufx0hatyc88tkm32ajvg6q
Val,Royce,190,122,Fixed Seating,,,,Single Projection,,1,1,,,1,,1,,Input Only,Voice & Media,,,1,1,1,https://ucla.box.com/s/r1k0y1vpiyrgnb26kjc9nurho15ra4zd
Val,Royce,362,133,Fixed Seating,,,,Single Projection,,1,1,,,1,,1,1,Input Only,Voice & Media,,,1,1,,https://ucla.box.com/s/au11zvqwldxxeb2j2xi6zrsc7krbjqt3
Val,Slichter,2834,20,,1,1,,Single Projection,1,1,,1,1,1,,1,1,Inpuit Only,Media & XLR Input,,,,1,,https://ucla.box.com/s/zthd8uuapy2yga8nrpsn59evwt7bhxny
Val,WG Young,1044,47,Fixed Seating,,,,Single Projection,1,1,,1,1,1,,1,1,Blu-Ray & DVD,Voice & Media,,,1,1,1,https://ucla.box.com/s/zd58dxu0i9gjy0lnvowqjwrfvdnjj71l
Val,WG Young,2200,98,Fixed Seating,,,,Single Projection,1,1,,1,1,1,,1,1,Blu-Ray & DVD,Voice & Media,,,1,1,1,https://ucla.box.com/s/5vltpk5p8g7oj6nz9ez3x11ybrejifsa
Val,WG Young,4216,62,Fixed Seating,,,,Single Projection,1,1,,1,1,1,,1,1,Blu-Ray & DVD,Voice & Media,,,1,1,1,https://ucla.box.com/s/jsgd4dyvwmlj3vpnmya2lk67fngt6m16
Val,WG Young,CS 24,254,Fixed Seating,,,,Multiple Projection,1,1,,1,1,1,,1,1,Blu-Ray & DVD,Voice & Media,,1,1,1,1,https://ucla.box.com/s/x1vfrx59kn62idi32ahnvh0bzqgad4xf
Val,WG Young,CS 50,351,Fixed Seating,,,,Multiple Projection,1,1,,1,1,1,,1,1,Blu-Ray & DVD,Voice & Media,,1,1,1,1,https://ucla.box.com/s/iqf1oveec3l4x3du0rwoug43nsdpzxad
Val,WG Young,CS 76,256,Fixed Seating,,,,Multiple Projection,1,1,,1,1,1,,1,1,Blu-Ray & DVD,Voice & Media,,1,1,1,1,https://ucla.box.com/s/g8tmy492ta1k10l8hlfghprhs3mkg3ce
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
